"date","close","volume","open","high","low"
"2012/01/09","181.5900","5200366.0000","182.2000","182.2700","180.2700"
"2012/01/06","182.5400","4895076.0000","184.3900","184.4800","182.3100"
"2012/01/05","184.6600","4447553.0000","184.8100","185.0300","183.1000"
"2012/01/04","185.5400","4345690.0000","185.5700","186.3300","184.9400"
"2012/01/03","186.3000","5644199.0000","186.7300","188.7100","186.0000"
"2011/12/30","183.8800","3530180.0000","186.3300","186.4800","183.8500"
"2011/12/29","186.1800","2928165.0000","184.0700","186.2300","184.0100"
"2011/12/28","183.9900","2871588.0000","185.1900","185.4000","183.3400"
"2011/12/27","184.9500","2774414.0000","184.9700","185.8500","184.3900"
"2011/12/23","184.7500","3051191.0000","183.1100","184.8500","181.8900"
"2011/12/22","182.0400","5051810.0000","182.7100","182.8000","181.0000"
"2011/12/21","181.4700","9277867.0000","183.2200","183.5000","179.0400"
"2011/12/20","187.2400","4733472.0000","185.5000","187.3300","184.7550"
"2011/12/19","182.8900","5038746.0000","184.5100","184.6900","182.2500"
