DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/01/2016,8:20,QUEENS,11104,40.7434822,-73.9214796,"(40.7434822, -73.9214796)",QUEENS BOULEVARD,43 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3382448,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
02/01/2016,8:16,,,40.6480264,-74.0140775,"(40.6480264, -74.0140775)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3382198,PASSENGER VEHICLE,OTHER,,,
02/01/2016,8:16,BRONX,10456,40.8219438,-73.9074261,"(40.8219438, -73.9074261)",EAST 161 STREET,CAULDWELL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381982,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
02/01/2016,8:15,,,40.8260438,-73.8593216,"(40.8260438, -73.8593216)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3381291,VAN,PASSENGER VEHICLE,,,
02/01/2016,8:15,,,40.7850321,-73.9405708,"(40.7850321, -73.9405708)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3381209,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/01/2016,8:15,,,,,,,,E 166 ST MORRIS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381293,PASSENGER VEHICLE,VAN,,,
02/01/2016,8:15,BROOKLYN,11233,40.680111,-73.9254805,"(40.680111, -73.9254805)",MARION STREET,PATCHEN AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3381523,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,8:11,QUEENS,11435,40.7002736,-73.8119262,"(40.7002736, -73.8119262)",139 STREET,91 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3381597,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,8:10,,,,,,82 AVENUE,KEW GARDENS ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3381589,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,8:10,BROOKLYN,11216,40.6776512,-73.9497681,"(40.6776512, -73.9497681)",PACIFIC STREET,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3382255,OTHER,BUS,,,
02/01/2016,8:05,MANHATTAN,10023,40.7762963,-73.9821384,"(40.7762963, -73.9821384)",WEST 69 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3381217,LIVERY VEHICLE,LIVERY VEHICLE,,,
02/01/2016,8:00,,,40.7373853,-73.7234965,"(40.7373853, -73.7234965)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381635,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,8:00,,,,,,,,PAGE AVE/TOTTENVILLE COMMONS,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381833,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,8:00,STATEN ISLAND,10304,40.6066828,-74.0859657,"(40.6066828, -74.0859657)",NARROWS ROAD SOUTH,NECKAR AVENUE,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3382565,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/01/2016,8:00,QUEENS,11434,40.6762145,-73.7760216,"(40.6762145, -73.7760216)",130 AVENUE,DEAD END,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381760,BUS,PASSENGER VEHICLE,,,
02/01/2016,8:00,QUEENS,11426,40.733527,-73.7260311,"(40.733527, -73.7260311)",HILLSIDE AVENUE,239 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3381634,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
02/01/2016,8:00,QUEENS,11385,40.7130638,-73.9089048,"(40.7130638, -73.9089048)",METROPOLITAN AVENUE,ANDREWS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382371,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/01/2016,8:00,QUEENS,11370,40.7645084,-73.8841532,"(40.7645084, -73.8841532)",85 STREET,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381789,VAN,OTHER,,,
02/01/2016,8:00,BRONX,10471,40.907506,-73.8965479,"(40.907506, -73.8965479)",BROADWAY,WEST 260 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381345,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/01/2016,7:56,BROOKLYN,11201,40.691597,-73.9914466,"(40.691597, -73.9914466)",COURT STREET,LIVINGSTON STREET,,1,0,1,0,0,0,0,0,Prescription Medication,,,,,3381545,SPORT UTILITY / STATION WAGON,,,,
02/01/2016,7:55,,,40.677663,-73.8031211,"(40.677663, -73.8031211)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3383175,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/01/2016,7:55,,,,,,,,E 161 STREET GERARD AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3381292,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,7:55,,,,,,RICHMOND ROAD,MORLEY AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3381818,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,7:55,BROOKLYN,11233,40.6692755,-73.9225439,"(40.6692755, -73.9225439)",RALPH AVENUE,LINCOLN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382257,BUS,,,,
02/01/2016,7:50,BROOKLYN,11213,40.676121,-73.9359976,"(40.676121, -73.9359976)",DEAN STREET,TROY AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3382258,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,7:50,,,40.6951321,-73.8123031,"(40.6951321, -73.8123031)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381601,OTHER,OTHER,,,
02/01/2016,7:50,MANHATTAN,10001,40.7471458,-74.0008481,"(40.7471458, -74.0008481)",9 AVENUE,WEST 24 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3381164,VAN,UNKNOWN,,,
02/01/2016,7:45,,,,,,FOREST HILL ROAD,JASPER STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3381811,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,7:40,BROOKLYN,11207,40.6678344,-73.8948325,"(40.6678344, -73.8948325)",PENNSYLVANIA AVENUE,BLAKE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3381490,PASSENGER VEHICLE,PICK-UP TRUCK,,,
02/01/2016,21:40,BROOKLYN,11236,40.6405845,-73.9189307,"(40.6405845, -73.9189307)",FOSTER AVENUE,EAST 80 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382160,PASSENGER VEHICLE,,,,
02/01/2016,21:35,BRONX,10467,40.8679098,-73.8682888,"(40.8679098, -73.8682888)",OLINVILLE AVENUE,ARNOW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382067,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,21:30,,,,,,BIRCH ROAD,KNOLLWOOD COURT,,0,0,0,0,0,0,0,0,Unspecified,,,,,3382554,SPORT UTILITY / STATION WAGON,,,,
02/01/2016,21:16,BROOKLYN,11212,40.6736698,-73.9076392,"(40.6736698, -73.9076392)",,,1640 EAST NEW YORK AVE,0,0,0,0,0,0,0,0,Unspecified,,,,,3381474,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,21:15,STATEN ISLAND,10308,40.547459,-74.1515067,"(40.547459, -74.1515067)",LINDENWOOD ROAD,PARK TERRACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3382560,PASSENGER VEHICLE,OTHER,,,
02/01/2016,21:12,QUEENS,11372,40.7552653,-73.8881577,"(40.7552653, -73.8881577)",NORTHERN BOULEVARD,79 STREET,,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unspecified,,,,3381797,PASSENGER VEHICLE,BUS,,,
02/01/2016,21:05,MANHATTAN,10016,40.7476292,-73.9767362,"(40.7476292, -73.9767362)",EAST 37 STREET,3 AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,Other Vehicular,,,3381887,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/01/2016,21:00,,,,,,VANCORTLANDT AVENUE WEST,BAILEY AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3382073,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,21:00,,,,,,,,REDCEDAR LA - WHITE OAK LA,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3382580,SPORT UTILITY / STATION WAGON,OTHER,,,
02/01/2016,21:00,BROOKLYN,11236,40.6461445,-73.9034359,"(40.6461445, -73.9034359)",ROCKAWAY PARKWAY,SMITHS LANE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381447,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,20:50,BROOKLYN,11210,40.6216819,-73.9488197,"(40.6216819, -73.9488197)",AVENUE L,EAST 27 STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3382173,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,20:50,QUEENS,11104,40.7433745,-73.9205559,"(40.7433745, -73.9205559)",QUEENS BOULEVARD,44 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3382456,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
02/01/2016,20:45,BROOKLYN,11233,40.6683725,-73.9226314,"(40.6683725, -73.9226314)",EASTERN PARKWAY,RALPH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382210,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/01/2016,20:40,BROOKLYN,11206,40.7008903,-73.9422022,"(40.7008903, -73.9422022)",BROADWAY,GRAHAM AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3382323,PASSENGER VEHICLE,BICYCLE,,,
02/01/2016,20:40,BROOKLYN,11213,40.6694023,-73.9421971,"(40.6694023, -73.9421971)",EASTERN PARKWAY,KINGSTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3382252,PASSENGER VEHICLE,,,,
02/01/2016,20:39,,,,,,NORTH CONDUIT AVENUE,CROSSBAY BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3382416,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,20:35,BROOKLYN,11220,40.6476772,-74.0145875,"(40.6476772, -74.0145875)",50 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381469,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,20:30,BROOKLYN,11230,40.6278864,-73.9589957,"(40.6278864, -73.9589957)",EAST 18 STREET,AVENUE I,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382170,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,20:30,BROOKLYN,11220,40.6416753,-74.0031241,"(40.6416753, -74.0031241)",49 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3382197,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/01/2016,20:28,BRONX,10460,40.8400432,-73.8639384,"(40.8400432, -73.8639384)",WHITE PLAINS ROAD,GUERLAIN STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3381987,PASSENGER VEHICLE,,,,
02/01/2016,20:20,BROOKLYN,11234,40.6263715,-73.9144989,"(40.6263715, -73.9144989)",AVENUE L,EAST 72 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3382128,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,20:20,BROOKLYN,11226,40.6523139,-73.9560111,"(40.6523139, -73.9560111)",BEDFORD AVENUE,LINDEN BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3382153,UNKNOWN,,,,
02/01/2016,20:20,MANHATTAN,10029,40.7944657,-73.939629,"(40.7944657, -73.939629)",EAST 112 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3381927,PASSENGER VEHICLE,,,,
02/01/2016,20:16,BROOKLYN,11229,40.6007425,-73.9390407,"(40.6007425, -73.9390407)",AVENUE U,BATCHELDER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382826,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/01/2016,20:15,BROOKLYN,11207,40.6739812,-73.8993075,"(40.6739812, -73.8993075)",ALABAMA AVENUE,LIBERTY AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3382216,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/01/2016,20:12,BROOKLYN,11238,40.6828056,-73.9636635,"(40.6828056, -73.9636635)",FULTON STREET,SAINT JAMES PLACE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3381552,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/01/2016,20:10,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3382433,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/01/2016,20:10,,,,,,EAST HOUSTON STREET,ROOSEVELT DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382621,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/01/2016,20:10,MANHATTAN,10032,40.8372308,-73.9388385,"(40.8372308, -73.9388385)",WEST 164 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3381954,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,20:06,STATEN ISLAND,10312,40.5654047,-74.1834038,"(40.5654047, -74.1834038)",ARTHUR KILL ROAD,KENILWORTH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Lost Consciousness,,,,3382582,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,20:00,,,,,,BOWERY,CANAL STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Brakes Defective,,,,3381845,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/01/2016,20:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3382434,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,20:00,,,,,,168 STREET,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3382432,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/01/2016,20:00,STATEN ISLAND,10302,40.6308856,-74.1304761,"(40.6308856, -74.1304761)",POST AVENUE,JEWETT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381801,VAN,UNKNOWN,,,
02/01/2016,20:00,QUEENS,11379,40.7128894,-73.8777068,"(40.7128894, -73.8777068)",75 STREET,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382390,BUS,PASSENGER VEHICLE,,,
02/01/2016,20:00,BROOKLYN,11229,40.5967567,-73.9334126,"(40.5967567, -73.9334126)",KNAPP STREET,AVENUE W,,0,0,0,0,0,0,0,0,Prescription Medication,Fatigued/Drowsy,,,,3382103,PASSENGER VEHICLE,PICK-UP TRUCK,,,
02/01/2016,1:15,BROOKLYN,11229,40.6059026,-73.9567944,"(40.6059026, -73.9567944)",EAST 16 STREET,AVENUE R,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382117,PASSENGER VEHICLE,BUS,,,
02/01/2016,1:00,BROOKLYN,11213,40.670887,-73.9364893,"(40.670887, -73.9364893)",TROY AVENUE,SAINT JOHNS PLACE,,2,0,0,0,0,0,2,0,Unspecified,,,,,3382251,PASSENGER VEHICLE,,,,
02/01/2016,1:00,,,,,,VERNON BOULEVARD,50 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381680,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,1:00,BRONX,10468,40.8616598,-73.9109608,"(40.8616598, -73.9109608)",,,264 WEST FORDHAM ROAD,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,,3382082,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
02/01/2016,19:57,BROOKLYN,11211,40.7109568,-73.9511173,"(40.7109568, -73.9511173)",GRAND STREET,UNION AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Lost Consciousness,,,,3382324,PASSENGER VEHICLE,SCOOTER,,,
02/01/2016,19:50,MANHATTAN,10036,40.762025,-74.0011515,"(40.762025, -74.0011515)",JOE DIMAGGIO HIGHWAY,WEST 42 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3381166,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,19:50,BROOKLYN,11204,40.6332778,-73.9831783,"(40.6332778, -73.9831783)",45 STREET,16 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382133,PASSENGER VEHICLE,VAN,,,
02/01/2016,19:45,MANHATTAN,10022,40.7616008,-73.9686418,"(40.7616008, -73.9686418)",EAST 58 STREET,LEXINGTON AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3381186,SPORT UTILITY / STATION WAGON,,,,
02/01/2016,19:45,BROOKLYN,11223,40.5910643,-73.9758366,"(40.5910643, -73.9758366)",86 STREET,VAN SICKLEN STREET,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,3381361,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/01/2016,19:45,,,40.7097884,-73.7275679,"(40.7097884, -73.7275679)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382396,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,19:45,MANHATTAN,10001,40.7533873,-73.996304,"(40.7533873, -73.996304)",WEST 34 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381871,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,19:40,MANHATTAN,10009,40.7258772,-73.9775339,"(40.7258772, -73.9775339)",AVENUE C,EAST 10 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3381858,TAXI,,,,
02/01/2016,19:40,QUEENS,11434,40.6783648,-73.7794791,"(40.6783648, -73.7794791)",BAISLEY BOULEVARD,GUY R BREWER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381767,PASSENGER VEHICLE,OTHER,,,
02/01/2016,19:40,BROOKLYN,11210,40.6295078,-73.9441554,"(40.6295078, -73.9441554)",FLATBUSH AVENUE,AVENUE I,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382171,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,19:35,BROOKLYN,11203,40.6558844,-73.9423998,"(40.6558844, -73.9423998)",EAST 38 STREET,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,3381422,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/01/2016,19:30,BRONX,10455,40.8130953,-73.8982589,"(40.8130953, -73.8982589)",BRUCKNER BOULEVARD,LEGGETT AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3381977,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,19:30,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",ALEXANDER AVENUE,EAST 135 STREET,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,3381967,PASSENGER VEHICLE,BICYCLE,,,
02/01/2016,19:30,,,40.6086602,-74.1275255,"(40.6086602, -74.1275255)",,,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified,,,3382551,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/01/2016,19:30,QUEENS,11422,40.6744298,-73.7274419,"(40.6744298, -73.7274419)",132 ROAD,HOOK CREEK BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382392,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,19:30,QUEENS,11357,40.7906573,-73.8046612,"(40.7906573, -73.8046612)",12 ROAD,157 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3382474,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/01/2016,19:30,MANHATTAN,10036,40.7565594,-73.986107,"(40.7565594, -73.986107)",WEST 43 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3381874,UNKNOWN,TAXI,,,
02/01/2016,19:30,MANHATTAN,10021,40.7704335,-73.9601102,"(40.7704335, -73.9601102)",3 AVENUE,EAST 73 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,,,,3381213,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,19:25,,,,,,WEBSTER AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3382056,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/01/2016,19:23,QUEENS,11369,40.7669901,-73.8846038,"(40.7669901, -73.8846038)",23 AVENUE,85 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3381796,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/01/2016,19:20,,,,,,BAILEY AVENUE,WEST 230 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382072,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,19:20,QUEENS,11432,40.7151196,-73.7735714,"(40.7151196, -73.7735714)",188 STREET,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3382366,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/01/2016,19:19,QUEENS,11435,40.7040823,-73.8164022,"(40.7040823, -73.8164022)",HILLSIDE AVENUE,138 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3382435,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/01/2016,19:17,MANHATTAN,10024,40.7842437,-73.9748962,"(40.7842437, -73.9748962)",,,120 W 82 ST,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3381920,LIVERY VEHICLE,LIVERY VEHICLE,,,
02/01/2016,19:15,,,,,,HORACE HARDING EXPRESSWAY,JUNCTION BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381753,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,19:11,BROOKLYN,11218,40.6404169,-73.9829207,"(40.6404169, -73.9829207)",37 STREET,14 AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3382140,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,19:10,MANHATTAN,10017,40.7507645,-73.9684267,"(40.7507645, -73.9684267)",1 AVENUE,EAST 45 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3381183,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/01/2016,19:08,,,40.7268162,-73.8384524,"(40.7268162, -73.8384524)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3382509,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,19:05,BROOKLYN,11223,40.6073372,-73.9618859,"(40.6073372, -73.9618859)",CONEY ISLAND AVENUE,KINGS HIGHWAY,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3382108,PASSENGER VEHICLE,,,,
02/01/2016,19:05,QUEENS,11419,40.6847487,-73.8311195,"(40.6847487, -73.8311195)",LIBERTY AVENUE,111 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382417,PASSENGER VEHICLE,UNKNOWN,,,
02/01/2016,19:00,,,,,,JAMAICA AVENUE,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3381609,SPORT UTILITY / STATION WAGON,VAN,,,
02/01/2016,19:00,STATEN ISLAND,10306,40.5645369,-74.1316997,"(40.5645369, -74.1316997)",CLARKE AVENUE,AMBOY ROAD,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3381827,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,19:00,QUEENS,11429,40.7073058,-73.7512138,"(40.7073058, -73.7512138)",HOLLIS AVENUE,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382395,UNKNOWN,PASSENGER VEHICLE,,,
02/01/2016,19:00,QUEENS,11373,40.7393958,-73.8779179,"(40.7393958, -73.8779179)",BROADWAY,CORONA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3382499,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/01/2016,19:00,BROOKLYN,11229,40.5987613,-73.9454307,"(40.5987613, -73.9454307)",EAST 26 STREET,GRAVESEND NECK ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3382104,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
