time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-10T01:00:54.000Z,50.5801,-173.3886,20,3.6,ml,,,,0.79,ak,ak11525987,2015-03-17T00:48:30.754Z,"188km SSE of Atka, Alaska",earthquake
2015-03-10T00:40:09.320Z,38.8161667,-122.81,3.9,3.43,mw,84,21,0.007218,0.05,nc,nc72408335,2015-03-12T04:45:57.019Z,"6km NW of The Geysers, California",earthquake
2015-03-09T22:51:40.570Z,33.4793333,-118.2113333,0.02,2.84,ml,54,99,0.187,0.32,ci,ci37114839,2015-03-12T04:45:42.315Z,"19km NE of Avalon, California",earthquake
2015-03-09T22:28:21.000Z,35.541,-97.2425,6.048,3,ml,,132,,0.63,us,us10001l46,2015-03-18T04:40:45.069Z,"4km SE of Jones, Oklahoma",earthquake
2015-03-09T21:11:42.500Z,36.6262,-97.6635,5.307,2.6,ml,,62,,0.43,us,us10001l3t,2015-03-18T04:00:40.709Z,"21km SSE of Medford, Oklahoma",earthquake
2015-03-09T21:09:13.400Z,19.7539,-66.2928,128,3.4,Md,4,316.8,1.46515223,0.2,pr,pr15068002,2015-03-18T03:58:59.040Z,"142km N of Brenas, Puerto Rico",earthquake
2015-03-09T20:12:52.000Z,60.6202,-151.0918,62.4,2.5,ml,,,,0.75,ak,ak11525759,2015-03-17T00:48:47.807Z,"9km N of Ridgeway, Alaska",earthquake
2015-03-09T19:23:07.700Z,19.0645,-155.4413,37.6,2.5,Md,,194.4,0.08983153,0.13,hv,hv60868566,2015-03-10T03:26:10.663Z,"16km SSE of Pahala, Hawaii",earthquake
2015-03-09T16:27:07.000Z,53.8597,-163.3239,30.5,3.4,ml,22,223.199982144001,,0.61,ak,ak11525403,2015-03-17T00:47:53.997Z,"110km S of False Pass, Alaska",earthquake
2015-03-09T16:14:33.380Z,38.8815,-122.5333333,5.29,2.64,md,79,47,0.07074,0.17,nc,nc72408045,2015-03-12T04:45:03.349Z,"7km ESE of Lower Lake, California",earthquake
2015-03-09T15:51:06.400Z,35.8189,-97.4484,3.456,2.5,ml,,74,,0.43,us,usc000twtg,2015-03-09T23:53:40.852Z,"6km SSW of Guthrie, Oklahoma",earthquake
2015-03-09T15:39:40.000Z,36.6613,-97.8595,6.457,2.5,ml,,44,,0.29,us,usc000tws8,2015-03-09T23:42:38.449Z,"19km SW of Medford, Oklahoma",earthquake
2015-03-09T15:29:26.600Z,18.562,-65.7014,87,3.1,Md,16,187.2,0.3233935,0.25,pr,pr15068001,2015-03-09T23:32:20.454Z,"20km NE of Vieques, Puerto Rico",earthquake
2015-03-09T15:07:35.000Z,53.1531,-166.9134,42.4,2.5,ml,14,219.599982432001,,0.47,ak,ak11525315,2015-03-17T18:56:31.643Z,"83km SSW of Unalaska, Alaska",earthquake
2015-03-09T14:54:24.000Z,36.0852,-96.8566,5.272,2.7,ml,,51,,0.56,us,usc000twrg,2015-03-09T22:56:54.729Z,"13km NW of Cushing, Oklahoma",earthquake
2015-03-09T14:52:02.610Z,11.1017,-86.9249,48.01,4.7,mb,,172,1.145,0.93,us,usc000twrh,2015-03-09T22:54:42.004Z,"88km SSW of Masachapa, Nicaragua",earthquake
2015-03-09T13:28:11.500Z,36.6297,-97.6617,5.205,2.7,ml,,61,,0.34,us,usc000twrc,2015-03-09T20:27:45.284Z,"20km SSE of Medford, Oklahoma",earthquake
2015-03-09T13:21:11.000Z,52.047,-179.3897,220,3.8,ml,,,,0.67,ak,ak11525199,2015-03-17T00:35:44.467Z,"70km E of Semisopochnoi Island, Alaska",earthquake
2015-03-09T11:33:45.000Z,51.6515,-179.9711,72.6,2.9,ml,,,,0.69,ak,ak11530155,2015-03-17T00:37:12.243Z,"44km SE of Semisopochnoi Island, Alaska",earthquake
2015-03-09T11:27:29.420Z,31.5091667,-115.6593333,7.73,2.88,ml,5,133,0.4913,0.11,ci,ci37113911,2015-03-10T22:58:12.542Z,"89km ESE of Maneadero, B.C., Mexico",earthquake
2015-03-09T10:48:57.220Z,35.8467,-97.4448,5,3.4,mb_lg,,29,0.05,0.62,us,usc000twql,2015-03-12T04:44:49.029Z,"3km SSW of Guthrie, Oklahoma",earthquake
2015-03-09T10:25:17.870Z,36.5816,-97.632,5,2.9,mb_lg,,37,0.293,0.48,us,usc000twqf,2015-03-09T12:02:55.069Z,"26km SSE of Medford, Oklahoma",earthquake
2015-03-09T09:59:43.610Z,25.279,103.105,10,4.6,mb,,86,0.365,0.95,us,usc000twqa,2015-03-12T04:45:21.335Z,"9km SE of Songyang, China",earthquake
2015-03-09T08:23:17.000Z,59.1614,-136.2992,3.3,2.6,ml,,,,0.51,ak,ak11524913,2015-03-17T18:56:50.971Z,"49km W of Haines, Alaska",earthquake
2015-03-09T07:53:36.600Z,-34.3264,-73.5727,14.55,5.1,mb,,53,2.29,1.09,us,usc000twq0,2015-03-10T18:20:48.000Z,"153km NW of Constitucion, Chile",earthquake
2015-03-09T06:45:18.970Z,-7.3423,128.7365,110.18,5.3,mb,,23,2.618,1.26,us,usc000twpw,2015-03-09T14:47:47.922Z,"292km WNW of Saumlaki, Indonesia",earthquake
2015-03-09T05:59:44.440Z,-22.0213,-179.4549,594.7,4.7,mb,,112,4.857,0.74,us,usc000twpn,2015-03-09T14:02:11.484Z,"170km SSW of Ndoi Island, Fiji",earthquake
2015-03-09T05:48:56.500Z,19.7346,-66.0385,44,3.4,Md,9,313.2,1.41754152,0.31,pr,pr15068000,2015-03-09T13:51:31.022Z,"140km N of San Juan, Puerto Rico",earthquake
2015-03-09T05:33:44.000Z,50.6993,-173.6395,19.8,2.7,ml,,,,0.3,ak,ak11530133,2015-03-17T18:56:14.405Z,"171km SSE of Atka, Alaska",earthquake
2015-03-09T04:55:29.070Z,-55.7797,-26.9388,38.01,4.6,mb,,71,5.693,0.72,us,us10001n24,2015-03-18T03:49:45.928Z,"103km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-03-09T04:34:27.030Z,55.3946,-162.2497,163.74,2.8,ml,,159,0.149,0.73,us,us10001mxz,2015-03-18T03:41:26.083Z,"37km NE of Cold Bay, Alaska",earthquake
2015-03-09T04:01:23.000Z,35.8144,-97.4511,5,3.2,ml,,69,,0.83,us,usc000twpe,2015-03-18T04:40:05.608Z,"7km SSW of Guthrie, Oklahoma",earthquake
2015-03-09T03:24:40.400Z,35.815,-97.4481,4.525,4,mb,,69,,1.52,us,usc000twp6,2015-03-18T04:41:43.435Z,"7km SSW of Guthrie, Oklahoma",earthquake
2015-03-09T03:22:20.580Z,-19.7273,-69.5511,98.08,4.7,mb,,63,0.554,1.39,us,usc000twp5,2015-03-18T04:23:02.191Z,"82km NE of Iquique, Chile",earthquake
2015-03-09T02:58:48.260Z,38.909,142.027,56.69,4.5,mb,,153,1.422,0.77,us,usc000twp3,2015-03-18T03:29:47.797Z,"32km SE of Ofunato, Japan",earthquake
2015-03-09T02:48:45.550Z,6.5235,-82.6483,11,5.8,mww,,61,2.327,1.23,us,usc000twp2,2015-03-18T01:26:24.264Z,"168km S of Punta de Burica, Panama",earthquake
2015-03-09T02:23:03.850Z,-12.7641,-73.8148,66.05,4.5,mb,,121,3.056,0.91,us,usc000twr3,2015-03-18T01:03:07.734Z,"16km SE of Ayna, Peru",earthquake
2015-03-09T01:52:27.570Z,35.117,141.578,30.23,4.6,mb,,114,1.584,1.28,us,usc000twp0,2015-03-18T00:58:01.748Z,"96km SE of Hasaki, Japan",earthquake
2015-03-09T01:05:19.250Z,33.9293333,-116.0276667,5.14,2.86,ml,61,47,0.07519,0.19,ci,ci37113543,2015-03-12T04:44:01.109Z,"24km S of Twentynine Palms, California",earthquake
2015-03-08T23:45:08.400Z,19.7035,-66.0599,45,3.4,Md,9,309.6,1.29806559,0.17,pr,pr15067011,2015-03-09T07:47:47.553Z,"137km N of San Juan, Puerto Rico",earthquake
2015-03-08T22:14:48.330Z,36.2712,-97.3016,7.05,3.2,mb_lg,,57,0.489,0.25,us,usc000twmi,2015-03-12T04:43:28.590Z,"2km SSW of Perry, Oklahoma",earthquake
2015-03-08T22:08:14.000Z,64.0663,-165.2734,25.4,3.7,ml,,,,0.87,ak,ak11524603,2015-03-14T01:55:35.315Z,"48km S of Nome, Alaska",earthquake
2015-03-08T20:47:27.130Z,44.1362,19.9367,6.2,3.9,mb,,20,0.054,0.82,us,usc000twlg,2015-03-12T04:43:45.966Z,"15km S of Valjevo, Serbia",earthquake
2015-03-08T20:42:15.890Z,49.0477,-128.7386,19.65,4.8,mb,,168,3.166,1.03,us,usc000twl9,2015-03-09T05:14:27.672Z,"206km SSW of Port Hardy, Canada",earthquake
2015-03-08T20:23:48.000Z,64.06,-165.2649,19.3,4.3,ml,,,,0.91,ak,ak11524539,2015-03-14T01:55:18.907Z,"66km SSW of Nome, Alaska",earthquake
2015-03-08T19:43:05.000Z,63.4751,-148.9217,8.5,4,ml,,,,0.84,ak,ak11524485,2015-03-14T01:52:21.504Z,"14km N of Cantwell, Alaska",earthquake
2015-03-08T18:26:17.100Z,19.1028,-155.4332,48,2.7,Md,,183.6,0.06288207,0.07,hv,hv60868141,2015-03-09T02:28:49.217Z,"12km SSE of Pahala, Hawaii",earthquake
2015-03-08T18:11:34.400Z,19.101,-155.3918,36.9,2.5,Md,,255.6,0.08983153,0.16,hv,hv60868121,2015-03-09T02:14:08.645Z,"14km SE of Pahala, Hawaii",earthquake
2015-03-08T17:35:01.070Z,36.6696667,-84.1178333,8.56,2.82,md,25,53,0.2634,0.37,se,se60093641,2015-03-12T04:43:14.446Z,"8km SSE of Williamsburg, Kentucky",earthquake
2015-03-08T17:25:00.000Z,51.806,-174.2942,24,2.5,ml,,,,0.38,ak,ak11524436,2015-03-14T00:22:29.812Z,"43km S of Atka, Alaska",earthquake
2015-03-08T16:48:08.400Z,35.6348,-97.274,5.823,3.6,ml,,57,,0.54,us,usc000twjy,2015-03-12T04:42:59.697Z,"7km N of Jones, Oklahoma",earthquake
2015-03-08T16:40:36.430Z,35.3128,27.4483,29.4,4.1,mb,,140,0.331,0.79,us,usc000twjx,2015-03-09T00:43:04.194Z,"30km SE of Karpathos, Greece",earthquake
2015-03-08T16:25:49.000Z,19.6439,-65.9962,37,3,Md,10,306,1.26482792,0.21,pr,pr15067009,2015-03-09T00:28:46.583Z,"130km N of San Juan, Puerto Rico",earthquake
2015-03-08T15:52:23.400Z,-19.9966,-177.8967,564.22,5.2,mb,,25,4.441,0.79,us,usc000twju,2015-03-08T23:55:00.543Z,"110km NE of Ndoi Island, Fiji",earthquake
2015-03-08T15:26:29.300Z,0.4198,122.6194,110.74,4.9,mb,,43,1.459,0.87,us,usc000twjr,2015-03-08T23:29:07.142Z,"24km SSE of Molobulahe, Indonesia",earthquake
2015-03-08T15:20:41.000Z,18.7355,-68.266,173,3.4,Md,3,345.6,1.12738568,0.25,pr,pr15067008,2015-03-08T23:23:10.485Z,"22km NE of Punta Cana, Dominican Republic",earthquake
2015-03-08T14:04:19.000Z,50.5723,-173.4287,20,2.9,ml,,,,0.48,ak,ak11528340,2015-03-14T01:56:59.891Z,"188km SSE of Atka, Alaska",earthquake
2015-03-08T13:54:56.200Z,18.573,-66.1224,72,2.5,Md,6,234,0.39076715,0.18,pr,pr15067007,2015-03-08T21:57:30.607Z,"11km N of San Juan, Puerto Rico",earthquake
2015-03-08T13:51:33.800Z,36.6304,-97.6542,5.401,3,ml,,61,,0.32,us,usc000twjm,2015-03-09T20:52:34.105Z,"20km SSE of Medford, Oklahoma",earthquake
2015-03-08T13:46:11.000Z,36.6352,-97.6489,2.567,2.8,ml,,60,,0.45,us,usc000twjk,2015-03-09T20:50:46.247Z,"20km SSE of Medford, Oklahoma",earthquake
2015-03-08T13:22:34.799Z,41.8556,-119.6505,6.862,2.95,ml,5,122.48,0.146,0.1444,nn,nn00486252,2015-03-09T20:48:18.040Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-08T13:12:18.000Z,61.42,-146.712,30.2,3.6,ml,,,,0.59,ak,ak11524305,2015-03-14T01:55:52.186Z,"37km NNW of Valdez, Alaska",earthquake
2015-03-08T13:11:57.720Z,2.0132,127.0913,50.93,4.6,mb,,112,1.263,0.81,us,usc000twjg,2015-03-08T21:14:30.711Z,"106km WNW of Tobelo, Indonesia",earthquake
2015-03-08T13:00:11.000Z,51.7597,178.3334,131.7,2.5,ml,,,,0.18,ak,ak11528335,2015-03-14T01:57:16.483Z,"24km SSW of Little Sitkin Island, Alaska",earthquake
2015-03-08T12:37:31.350Z,40.5181667,-125.0108333,1.23,2.67,md,43,289,0.5883,0.24,nc,nc72407440,2015-03-13T02:49:05.399Z,"63km W of Ferndale, California",earthquake
2015-03-08T11:03:07.200Z,19.653,-66.0108,77,3.7,Md,15,288,1.26752287,0.52,pr,pr15067006,2015-03-08T19:05:42.268Z,"131km N of San Juan, Puerto Rico",earthquake
2015-03-08T10:35:26.990Z,39.8756,143.4426,29.77,4.7,mb,,135,2.148,0.74,us,usc000twit,2015-03-08T18:38:05.068Z,"130km ENE of Miyako, Japan",earthquake
2015-03-08T09:56:11.870Z,36.6119,-97.643,5,2.7,mb_lg,,48,0.294,0.53,us,usc000twin,2015-03-08T17:58:39.815Z,"23km SSE of Medford, Oklahoma",earthquake
2015-03-08T09:15:15.000Z,61.8607,-150.2692,5,2.6,ml,,,,0.64,ak,ak11524258,2015-03-14T00:19:13.317Z,"17km NW of Willow, Alaska",earthquake
2015-03-08T08:27:47.000Z,50.5234,-173.3824,20,2.9,ml,,,,0.68,ak,ak11524230,2015-03-14T01:56:43.335Z,"194km SSE of Atka, Alaska",earthquake
2015-03-08T07:52:02.020Z,-4.1435,-83.1451,10,4.5,mb,,152,6.398,0.48,us,usc000twig,2015-03-08T15:54:45.057Z,"213km WNW of Talara, Peru",earthquake
2015-03-08T06:33:09.000Z,50.5298,-173.3646,20,3.3,ml,,,,0.57,ak,ak11528313,2015-03-14T01:56:26.629Z,"194km SSE of Atka, Alaska",earthquake
2015-03-08T06:30:00.360Z,11.8524,143.6917,26.9,4.9,mb,,93,2.073,0.66,us,usc000twic,2015-03-08T14:32:38.773Z,"189km SW of Merizo Village, Guam",earthquake
2015-03-08T06:15:41.180Z,36.0223,-97.0724,4.32,2.5,mb_lg,,64,0.201,0.39,us,usc000twn5,2015-03-08T23:26:51.607Z,"6km NNW of Perkins, Oklahoma",earthquake
2015-03-08T05:48:07.200Z,19.59,-66.2642,139,3.5,Md,7,298.8,1.32052347,0.2,pr,pr15067005,2015-03-08T13:50:38.312Z,"124km N of Brenas, Puerto Rico",earthquake
2015-03-08T05:45:15.760Z,22.5745,95.8506,10,4.4,mb,,77,3.797,0.71,us,usc000twi8,2015-03-08T13:47:47.654Z,"15km E of Shwebo, Burma",earthquake
2015-03-08T05:12:18.140Z,36.6011,-97.7015,3.26,2.6,mb_lg,,44,0.246,0.24,us,usc000twi4,2015-03-08T23:38:29.190Z,"23km S of Medford, Oklahoma",earthquake
2015-03-08T04:41:49.000Z,50.7236,-173.3188,20,3.4,ml,,,,0.65,ak,ak11528309,2015-03-14T01:56:09.949Z,"174km SSE of Atka, Alaska",earthquake
2015-03-08T04:01:35.000Z,63.4649,-151.744,9.9,2.5,ml,,,,0.84,ak,ak11524146,2015-03-14T00:19:29.690Z,"139km W of Cantwell, Alaska",earthquake
2015-03-08T03:58:13.200Z,19.8866,-66.0292,60,3.6,Md,12,302.4,1.47862696,0.27,pr,pr15067002,2015-03-08T12:00:52.528Z,"157km N of San Juan, Puerto Rico",earthquake
2015-03-08T03:42:52.800Z,19.0995,-66.5625,36,2.6,Md,4,298.8,0.61983755,0.15,pr,pr15067003,2015-03-08T11:45:28.494Z,"71km NNE of Arecibo, Puerto Rico",earthquake
2015-03-08T03:37:45.900Z,19.5583,-66.0252,59,3.6,Md,11,291.6,1.17499639,0.47,pr,pr15067001,2015-03-08T11:40:21.320Z,"121km N of San Juan, Puerto Rico",earthquake
2015-03-08T02:54:56.900Z,19.624,-66.0241,91,3.7,Md,14,288,1.23608183,0.5,pr,pr15067000,2015-03-08T10:57:36.837Z,"128km N of San Juan, Puerto Rico",earthquake
2015-03-08T02:24:10.000Z,60.7233,-151.591,73.6,3.6,ml,,,,0.65,ak,ak11524120,2015-03-14T01:52:37.866Z,"16km WNW of Nikiski, Alaska",earthquake
2015-03-08T01:24:57.130Z,-3.6243,131.1765,35,4.7,mb,,75,1.279,0.75,us,usc000twh9,2015-03-08T09:27:37.063Z,"253km E of Amahai, Indonesia",earthquake
2015-03-07T23:45:28.330Z,-24.3364,-67.2666,186.13,4.2,mb,,84,2.267,0.92,us,usc000twgv,2015-03-08T07:48:11.973Z,"97km W of San Antonio de los Cobres, Argentina",earthquake
2015-03-07T23:16:45.210Z,40.6021,142.5544,55.85,4.3,mb,,138,1.482,1.03,us,usc000twgj,2015-03-08T07:19:28.726Z,"90km E of Hachinohe, Japan",earthquake
2015-03-07T22:53:07.250Z,12.9594,124.0006,62.93,4.7,mb,,87,5.705,0.72,us,usc000twge,2015-03-12T04:42:23.082Z,"1km SSE of Sorsogon, Philippines",earthquake
2015-03-07T22:46:50.680Z,36.6002,-97.6702,2.53,3.4,mb_lg,,46,0.269,0.35,us,usc000twg8,2015-03-08T05:39:55.082Z,"23km SSE of Medford, Oklahoma",earthquake
2015-03-07T22:35:58.700Z,19.5305,-65.999,80,3.2,Md,9,291.6,1.37711733,0.28,pr,pr15066010,2015-03-08T06:38:31.127Z,"118km N of San Juan, Puerto Rico",earthquake
2015-03-07T22:19:05.780Z,1.9717,126.9091,49.87,4.6,mb,,127,1.276,0.72,us,usc000twg1,2015-03-08T06:21:36.396Z,"125km WNW of Tobelo, Indonesia",earthquake
2015-03-07T22:18:57.690Z,-6.5368,151.7349,22,5.5,mwb,,16,2.369,0.81,us,usc000twg0,2015-03-09T01:56:29.000Z,"207km ESE of Kimbe, Papua New Guinea",earthquake
2015-03-07T22:09:04.000Z,50.55,-173.4068,38.6,2.8,ml,,,,0.55,ak,ak11527378,2015-03-12T20:49:29.339Z,"191km SSE of Atka, Alaska",earthquake
2015-03-07T21:49:44.560Z,-5.8123,110.8695,551.97,4.5,mb,,30,1.3,0.68,us,usc000twfu,2015-03-08T05:52:11.939Z,"70km NNW of Krajan Tegalombo, Indonesia",earthquake
2015-03-07T21:49:40.000Z,50.5293,-173.3233,32.6,3.1,ml,,,,0.52,ak,ak11524009,2015-03-12T20:50:21.542Z,"195km SSE of Atka, Alaska",earthquake
2015-03-07T21:25:18.700Z,19.7205,-66.1946,68,3.2,Md,5,302.4,1.46515223,0.18,pr,pr15066008,2015-03-08T05:27:45.287Z,"139km N of San Juan, Puerto Rico",earthquake
2015-03-07T21:11:47.280Z,36.5853,-97.6262,3.26,3.7,mwr,,32,0.298,0.48,us,usc000twf8,2015-03-12T04:42:04.841Z,"26km SSE of Medford, Oklahoma",earthquake
2015-03-07T21:02:13.300Z,19.554,-65.9988,105,3.1,Md,7,302.4,1.2809976,0.23,pr,pr15066009,2015-03-08T05:04:39.985Z,"120km N of San Juan, Puerto Rico",earthquake
2015-03-07T20:53:18.800Z,19.621,-66.0607,47,3.8,Md,17,266.4,1.21991216,0.46,pr,pr15066006,2015-03-08T04:55:45.889Z,"100km N of San Juan, Puerto Rico",earthquake
2015-03-07T20:51:42.400Z,-24.5491,179.233,521.02,5.1,mb,,44,5.319,1.22,us,usc000twev,2015-03-08T04:54:24.695Z,"South of the Fiji Islands",earthquake
2015-03-07T20:44:05.200Z,36.5698,-97.6115,7.3,3,mb_lg,,30,0.306,0.82,us,usc000twem,2015-03-07T21:51:39.662Z,"28km SSE of Medford, Oklahoma",earthquake
2015-03-07T20:11:55.000Z,60.2156,-151.5551,60.4,2.7,ml,,,,0.69,ak,ak11523974,2015-03-12T00:12:27.593Z,"21km SW of Cohoe, Alaska",earthquake
2015-03-07T19:49:53.000Z,52.4558,-173.8978,179.6,3.5,ml,,,,0.57,ak,ak11523967,2015-03-12T00:09:23.535Z,"35km NE of Atka, Alaska",earthquake
2015-03-07T19:46:23.900Z,18.9083,-67.4332,14,2.7,Md,4,331.2,0.53449759,0.03,pr,pr15066007,2015-03-08T03:48:53.349Z,"58km NW of San Antonio, Puerto Rico",earthquake
2015-03-07T19:44:52.310Z,48.3512,154.7937,35,4.7,mb,,135,5.107,0.53,us,usc000twe5,2015-03-08T03:47:34.253Z,"276km SSW of Severo-Kuril'sk, Russia",earthquake
2015-03-07T18:34:16.000Z,52.6642,-163.559,25.1,2.6,ml,,,,0.35,ak,ak11527361,2015-03-12T00:12:45.892Z,"220km SE of Akutan, Alaska",earthquake
2015-03-07T16:41:10.000Z,57.9954,-153.6645,58.7,3,ml,,,,0.7,ak,ak11523906,2015-03-12T00:12:09.399Z,"54km NNE of Larsen Bay, Alaska",earthquake
2015-03-07T16:39:02.790Z,5.4347,125.911,127.68,4.7,mb,,110,4.854,1.04,us,usc000twdr,2015-03-08T00:41:42.244Z,"49km E of Sarangani, Philippines",earthquake
2015-03-07T16:37:10.320Z,40.3828333,-125.2288333,9.8,2.59,md,25,309,0.7244,0.17,nc,nc72406990,2015-03-12T23:15:10.358Z,"84km WSW of Ferndale, California",earthquake
2015-03-07T16:02:17.180Z,-56.0769,-27.2149,85.89,4.6,mb,,68,5.609,0.55,us,usc000twdm,2015-03-08T00:04:53.891Z,"69km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-03-07T15:54:07.000Z,18.6704,-67.152,63,3,Md,12,291.6,0.20481588,0.14,pr,pr15066005,2015-03-07T23:56:51.319Z,"20km NNW of San Antonio, Puerto Rico",earthquake
2015-03-07T14:54:43.630Z,-8.6764,-74.8085,125.33,4.7,mb,,103,3.85,1.33,us,usc000twdh,2015-03-07T22:57:17.086Z,"22km S of Campoverde, Peru",earthquake
2015-03-07T14:44:25.000Z,50.6348,-173.3995,14.7,2.8,ml,,,,0.82,ak,ak11527339,2015-03-12T00:10:17.237Z,"182km SSE of Atka, Alaska",earthquake
2015-03-07T13:18:24.150Z,50.5374,-173.3253,10,5.7,mwp,,63,1.754,0.92,us,usc000twdd,2015-03-12T20:48:23.044Z,"194km SSE of Atka, Alaska",earthquake
2015-03-07T12:15:56.000Z,52.6746,-169.3576,19.4,2.7,ml,,,,0.31,ak,ak11523820,2015-03-12T20:49:46.400Z,"44km SW of Nikolski, Alaska",earthquake
2015-03-07T12:15:18.390Z,35.6482,-97.2429,5,3,mb_lg,,56,0.094,0.36,us,usc000twd9,2015-03-12T04:41:15.734Z,"4km WSW of Luther, Oklahoma",earthquake
2015-03-07T11:31:46.900Z,11.4334,-87.9715,10,4.4,mb,,189,1.548,1.29,us,usc000twd6,2015-03-07T19:34:27.861Z,"144km SW of Corinto, Nicaragua",earthquake
2015-03-07T10:05:20.730Z,35.7821,-97.4865,10.53,2.5,mb_lg,,71,0.029,0.32,us,usc000twmf,2015-03-09T03:39:23.972Z,"12km SSW of Guthrie, Oklahoma",earthquake
2015-03-07T08:59:36.550Z,37.1819,-104.9648,3.43,3.6,ml,,34,0.444,1.57,us,usc000twcv,2015-03-07T17:02:33.062Z,"40km E of San Luis, Colorado",earthquake
2015-03-07T07:50:03.750Z,35.6412,-97.2529,5,2.7,mb_lg,,74,0.085,0.41,us,usc000twcn,2015-03-07T18:44:46.455Z,"5km WSW of Luther, Oklahoma",earthquake
2015-03-07T06:51:07.300Z,18.7893,-64.3158,53,2.7,Md,7,316.8,0.46712395,0.18,pr,pr15066004,2015-03-07T14:53:42.723Z,"52km NE of Road Town, British Virgin Islands",earthquake
2015-03-07T05:44:45.000Z,54.5492,-161.1004,7.2,2.7,ml,,,,0.62,ak,ak11523764,2015-03-12T00:08:45.347Z,"95km SSW of Sand Point, Alaska",earthquake
2015-03-07T05:43:19.000Z,54.5239,-161.0833,5.6,3.1,ml,,,,0.53,ak,ak11523763,2015-03-12T00:09:59.528Z,"97km SSW of Sand Point, Alaska",earthquake
2015-03-07T05:13:34.000Z,63.2965,-146.5075,0.2,2.5,ml,,,,0.47,ak,ak11523753,2015-03-12T00:09:03.386Z,"90km SW of Deltana, Alaska",earthquake
2015-03-07T04:12:14.700Z,19.2651,-65.0556,90,3.4,Md,5,320.4,0.9755704,0.07,pr,pr15066003,2015-03-07T12:14:52.170Z,"103km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-03-07T04:01:12.530Z,36.6082,-97.6563,5,2.8,mb_lg,,47,0.282,0.39,us,usc000twc0,2015-03-07T12:04:08.187Z,"23km SSE of Medford, Oklahoma",earthquake
2015-03-07T03:45:48.800Z,19.3696,-65.2605,56,3.2,Md,3,331.2,1.05552046,0.28,pr,pr15066002,2015-03-07T11:48:28.627Z,"118km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-03-07T03:42:54.600Z,19.3815,-65.1744,54,3.2,Md,8,309.6,1.07258845,0.28,pr,pr15066001,2015-03-07T11:45:20.229Z,"117km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-03-07T03:41:22.600Z,19.621,-65.3525,74,3.3,Md,4,334.8,1.30794705,0.28,pr,pr15066000,2015-03-07T11:44:00.791Z,"141km NNE of Vieques, Puerto Rico",earthquake
2015-03-07T03:30:54.000Z,51.5067,-178.7134,64.5,2.5,ml,,,,0.56,ak,ak11523740,2015-03-12T00:11:11.305Z,"38km NE of Amatignak Island, Alaska",earthquake
2015-03-07T02:59:53.000Z,54.3387,-161.2891,6.2,3.1,ml,,,,0.73,ak,ak11523736,2015-03-12T00:11:33.769Z,"122km SSW of Sand Point, Alaska",earthquake
2015-03-07T01:47:25.440Z,-38.8031,175.05,254.28,4.2,mb,,57,0.327,0.63,us,usc000twbg,2015-03-07T09:50:06.307Z,"70km E of Waitara, New Zealand",earthquake
2015-03-07T01:25:47.000Z,54.1797,-162.6025,28,2.6,ml,,,,0.37,ak,ak11523730,2015-03-12T00:10:53.231Z,"91km SE of False Pass, Alaska",earthquake
2015-03-07T00:58:34.380Z,-3.0004,129.2789,36.31,4.7,mb,,43,2.967,0.63,us,usc000twb8,2015-03-07T09:01:06.434Z,"54km NE of Amahai, Indonesia",earthquake
2015-03-06T23:27:28.000Z,59.1481,-152.8249,70,2.7,ml,,,,0.51,ak,ak11523658,2015-03-10T03:43:59.537Z,"89km SW of Anchor Point, Alaska",earthquake
2015-03-06T23:03:51.300Z,44.4346,-114.1186,10.6,2.8,mc,33,53.9999956800003,0.1706799,0.22,mb,mb15002649,2015-03-09T21:08:51.670Z,"11km SE of Challis, Idaho",earthquake
2015-03-06T22:53:00.760Z,14.524,-93.3415,60.01,4.3,mb,,142,1.594,0.66,us,usc000twai,2015-03-07T06:55:30.951Z,"101km WSW of Puerto Madero, Mexico",earthquake
2015-03-06T21:17:03.000Z,59.5891,-152.7743,101.9,2.6,ml,,,,0.67,ak,ak11523585,2015-03-10T03:44:16.836Z,"57km WSW of Anchor Point, Alaska",earthquake
2015-03-06T20:37:29.000Z,58.8451,-154.3391,124.2,2.5,ml,,,,0.58,ak,ak11523577,2015-03-10T14:02:14.040Z,"106km SSE of Old Iliamna, Alaska",earthquake
2015-03-06T19:14:52.100Z,36.0802,-97.3762,5.601,2.6,ml,,77,,0.69,us,usc000tw8q,2015-03-07T16:02:27.271Z,"18km NW of Langston, Oklahoma",earthquake
2015-03-06T18:13:45.840Z,-7.1101,105.2819,51.59,4.5,mb,,126,2.551,1.46,us,usc000tvms,2015-03-07T15:31:35.142Z,"50km SW of Tugu Hilir, Indonesia",earthquake
2015-03-06T18:09:51.680Z,-8.521,-75.6034,42,4.8,mb,,100,3.654,0.74,us,usc000tvmm,2015-03-07T15:26:56.388Z,"87km W of Campoverde, Peru",earthquake
